Key,id
fans,1g_s375
certain,1g_s376
especially,1g_s377
basically,1g_s378
change,1g_s379
girl,1g_s380
friend,1g_s381
second,1g_s382
far,1g_s383
lets,1g_s384
havent,1g_s385
fan,1g_s386
high,1g_s387
stage,1g_s388
bring,1g_s389
wrote,1g_s390
tv,1g_s391
since,1g_s392
week,1g_s393
happens,1g_s394
meet,1g_s395
mother,1g_s396
incredible,1g_s397
asked,1g_s398
though,1g_s399
head,1g_s400
mom,1g_s401
kid,1g_s402
months,1g_s403
country,1g_s404
exciting,1g_s405
knows,1g_s406
absolutely,1g_s407
mind,1g_s408
york,1g_s409
without,1g_s410
stories,1g_s411
already,1g_s412
human,1g_s413
side,1g_s414
care,1g_s415
father,1g_s416
reason,1g_s417
game,1g_s418
today,1g_s419
six,1g_s420
until,1g_s421
takes,1g_s422
children,1g_s423
scenes,1g_s424
line,1g_s425
half,1g_s426
yet,1g_s427
gave,1g_s428
heard,1g_s429
matter,1g_s430
use,1g_s431
question,1g_s432
completely,1g_s433
ways,1g_s434
feeling,1g_s435
parents,1g_s436
shoot,1g_s437
weird,1g_s438
hear,1g_s439
exactly,1g_s440
wrong,1g_s441
may,1g_s442
difficult,1g_s443
later,1g_s444
age,1g_s445
series,1g_s446
voice,1g_s447
business,1g_s448
certainly,1g_s449
dad,1g_s450
black,1g_s451
front,1g_s452
involved,1g_s453
hours,1g_s454
camera,1g_s455
deal,1g_s456
learn,1g_s457
anybody,1g_s458
john,1g_s459
became,1g_s460
open,1g_s461
team,1g_s462
face,1g_s463
seeing,1g_s464
girls,1g_s465
happening,1g_s466
living,1g_s467
lives,1g_s468
career,1g_s469
beginning,1g_s470
special,1g_s471
written,1g_s472
heart,1g_s473
ask,1g_s474
opportunity,1g_s475
favorite,1g_s476
process,1g_s477
action,1g_s478
10,1g_s479
thank,1g_s480
theater,1g_s481
easy,1g_s482
star,1g_s483
left,1g_s484
behind,1g_s485
strong,1g_s486
gone,1g_s487
along,1g_s488
taking,1g_s489
weeks,1g_s490
wife,1g_s491
walk,1g_s492
fantastic,1g_s493
close,1g_s494
american,1g_s495
men,1g_s496
child,1g_s497
la,1g_s498
ones,1g_s499
songs,1g_s500
album,1g_s501
win,1g_s502
fight,1g_s503
against,1g_s504
run,1g_s505
record,1g_s506
ready,1g_s507
proud,1g_s508
morning,1g_s509
players,1g_s510
chance,1g_s511
single,1g_s512
number,1g_s513
company,1g_s514
listen,1g_s515
hopefully,1g_s516
stay,1g_s517
enjoy,1g_s518
hit,1g_s519
tough,1g_s520
past,1g_s521
seven,1g_s522
level,1g_s523
top,1g_s524
problem,1g_s525
food,1g_s526
sing,1g_s527
president,1g_s528
situation,1g_s529
move,1g_s530
tour,1g_s531
feels,1g_s532
20,1g_s533
forward,1g_s534
ball,1g_s535
super,1g_s536
que,1g_s537
horror,1g_s538
tried,1g_s539
son,1g_s540
america,1g_s541
realize,1g_s542
wed,1g_s543
boy,1g_s544
picture,1g_s545
looked,1g_s546
hell,1g_s547
y,1g_s548
scary,1g_s549
hey,1g_s550
anyone,1g_s551
drama,1g_s552
create,1g_s553
war,1g_s554
wont,1g_s555
finally,1g_s556
grew,1g_s557
brought,1g_s558
walked,1g_s559
liked,1g_s560
support,1g_s561
stop,1g_s562
producer,1g_s563
de,1g_s564
states,1g_s565
watched,1g_s566
million,1g_s567
hollywood,1g_s568
united,1g_s569
speak,1g_s570
looks,1g_s571
city,1g_s572
word,1g_s573
small,1g_s574
screen,1g_s575
car,1g_s576
community,1g_s577
government,1g_s578
party,1g_s579
state,1g_s580
must,1g_s581
example,1g_s582
games,1g_s583
means,1g_s584
case,1g_s585
public,1g_s586
football,1g_s587
european,1g_s588
possible,1g_s589
political,1g_s590
future,1g_s591
training,1g_s592
player,1g_s593
europe,1g_s594
national,1g_s595
continue,1g_s596
hand,1g_s597
under,1g_s598
countries,1g_s599
terms,1g_s600
system,1g_s601
group,1g_s602
won,1g_s603
given,1g_s604
power,1g_s605
less,1g_s606
respect,1g_s607
goal,1g_s608
social,1g_s609
lost,1g_s610
clear,1g_s611
energy,1g_s612
