Key,id
you know its kind of,5g_s141
know theres a lot of,5g_s142
be a part of this,5g_s143
but at the end of,5g_s144
and i dont know if,5g_s145
at the end of it,5g_s146
so it was kind of,5g_s147
you know i dont think,5g_s148
i dont know why i,5g_s149
its a lot of fun,5g_s150
to be part of it,5g_s151
i had a great time,5g_s152
we have a lot of,5g_s153
i felt like i was,5g_s154
i read the script i,5g_s155
i fell in love with,5g_s156
it was kind of like,5g_s157
and i think a lot,5g_s158
to figure out how to,5g_s159
was the first time i,5g_s160
i mean you know i,5g_s161
and it was kind of,5g_s162
a lot of people that,5g_s163
you know i kind of,5g_s164
that a lot of people,5g_s165
for the first time in,5g_s166
you know one of the,5g_s167
i dont want to give,5g_s168
one of the things i,5g_s169
for a very long time,5g_s170
it was so much fun,5g_s171
and i think thats the,5g_s172
spend a lot of time,5g_s173
i thought it was a,5g_s174
i just thought it was,5g_s175
know what i mean i,5g_s176
to be able to be,5g_s177
i read it and i,5g_s178
as much as i can,5g_s179
and i was just like,5g_s180
and you know i was,5g_s181
i spent a lot of,5g_s182
going to be a lot,5g_s183
have a lot of fun,5g_s184
i mean it was a,5g_s185
a lot of you know,5g_s186
the end of the movie,5g_s187
i didnt want to be,5g_s188
and you know it was,5g_s189
and i think its a,5g_s190
i mean i think that,5g_s191
you kind of have to,5g_s192
the middle of the night,5g_s193
is one of the most,5g_s194
and i think that was,5g_s195
or something like that and,5g_s196
come up to me and,5g_s197
all that kind of stuff,5g_s198
i thought it would be,5g_s199
it and i was like,5g_s200
and i was like okay,5g_s201
you have to kind of,5g_s202
the rest of the world,5g_s203
i know a lot of,5g_s204
i mean i think its,5g_s205
for the first time i,5g_s206
for a long time i,5g_s207
it was a little bit,5g_s208
i dont know what it,5g_s209
you know it was like,5g_s210
wanted to be a part,5g_s211
to be a lot of,5g_s212
you know you want to,5g_s213
one of the reasons why,5g_s214
im a big fan of,5g_s215
i read the script and,5g_s216
a lot of fun i,5g_s217
i do a lot of,5g_s218
when i was growing up,5g_s219
theres a lot of people,5g_s220
thought i was going to,5g_s221
theres not a lot of,5g_s222
all the time and i,5g_s223
is going to be a,5g_s224
and things like that and,5g_s225
i wanted to do it,5g_s226
and it was just a,5g_s227
and a lot of the,5g_s228
i dont know i just,5g_s229
ive always wanted to do,5g_s230
want to be able to,5g_s231
and i think that the,5g_s232
i think its one of,5g_s233
you know i had to,5g_s234
dont know what it is,5g_s235
at the same time its,5g_s236
to be able to have,5g_s237
i mean a lot of,5g_s238
want to be a part,5g_s239
and all that kind of,5g_s240
have a little bit of,5g_s241
wanted to make sure that,5g_s242
and i was kind of,5g_s243
you know this is a,5g_s244
so it was it was,5g_s245
that i wanted to be,5g_s246
a couple of years ago,5g_s247
and stuff like that but,5g_s248
i think its a great,5g_s249
a lot of people dont,5g_s250
and one of the things,5g_s251
do you want to do,5g_s252
and so i think that,5g_s253
you know i feel like,5g_s254
know what i mean so,5g_s255
i dont even know if,5g_s256
to be able to work,5g_s257
dont know whats going to,5g_s258
its kind of like a,5g_s259
and stuff like that so,5g_s260
i didnt want to do,5g_s261
dont know i mean i,5g_s262
had nothing to do with,5g_s263
it was great it was,5g_s264
i would love to do,5g_s265
i wanted it to be,5g_s266
came up to me and,5g_s267
i think theres a lot,5g_s268
but i think you know,5g_s269
a great sense of humor,5g_s270
nice to be able to,5g_s271
thats one of the things,5g_s272
and i was like what,5g_s273
because i dont want to,5g_s274
it was just it was,5g_s275
in the beginning of the,5g_s276
was it was it was,5g_s277
all over the world and,5g_s278
for me it was a,5g_s279
and he said you know,5g_s280
be able to do that,5g_s281
thank you so much for,5g_s282
to be able to go,5g_s283
was you know it was,5g_s284
i didnt know what to,5g_s285
i was like i dont,5g_s286
a lot of fun to,5g_s287
and i was like well,5g_s288
it was it was it,5g_s289
i cant wait to see,5g_s290
i felt like it was,5g_s291
you know i mean its,5g_s292
you know i have to,5g_s293
and i just want to,5g_s294
at the time i was,5g_s295
and it was the first,5g_s296
i think its a very,5g_s297
and it was one of,5g_s298
what was going to happen,5g_s299
you know and you know,5g_s300
on the other side of,5g_s301
yeah i mean i think,5g_s302
know what i mean like,5g_s303
but i think it was,5g_s304
it was something that i,5g_s305
you have to have a,5g_s306
and i was like you,5g_s307
at the end of season,5g_s308
i was lucky enough to,5g_s309
and i think thats a,5g_s310
at the time and i,5g_s311
if you look at the,5g_s312
the end of the film,5g_s313
thats one of the reasons,5g_s314
and i have to say,5g_s315
i dont know you know,5g_s316
and it was you know,5g_s317
me and i was like,5g_s318
i was a kid and,5g_s319
so i dont know if,5g_s320
so i dont want to,5g_s321
you want to be a,5g_s322
ive done a lot of,5g_s323
you know i grew up,5g_s324
the other side of the,5g_s325
i think its important to,5g_s326
you know and i was,5g_s327
you know i had a,5g_s328
was one of the most,5g_s329
you know you know you,5g_s330
over and over and over,5g_s331
be able to do it,5g_s332
this is one of the,5g_s333
i wanted to be an,5g_s334
but i dont know i,5g_s335
have to be able to,5g_s336
you know i think the,5g_s337
we did a lot of,5g_s338
and i was going to,5g_s339
and i feel like i,5g_s340
i have to say that,5g_s341
in a way that i,5g_s342
we had a great time,5g_s343
by the time i got,5g_s344
thought it was going to,5g_s345
think theres a lot of,5g_s346
i just want to say,5g_s347
and i think thats whats,5g_s348
you know i dont want,5g_s349
i think thats one of,5g_s350
you know i used to,5g_s351
a little bit more of,5g_s352
that i wanted to do,5g_s353
i remember when i was,5g_s354
so for me it was,5g_s355
dont have a lot of,5g_s356
has nothing to do with,5g_s357
i dont think so i,5g_s358
are a lot of people,5g_s359
if you want to be,5g_s360
in the middle of a,5g_s361
and i dont know i,5g_s362
the first time i was,5g_s363
because i didnt want to,5g_s364
but for the most part,5g_s365
be a part of that,5g_s366
the fact that it was,5g_s367
in the same way that,5g_s368
and then i was like,5g_s369
and it was a great,5g_s370
it was you know it,5g_s371
i dont know if it,5g_s372
you know i want to,5g_s373
so you know i think,5g_s374
you know i think we,5g_s375
i was in high school,5g_s376
but you know i think,5g_s377
that i want to do,5g_s378
for me as an actor,5g_s379
the same time you know,5g_s380
but i dont want to,5g_s381
was going to be the,5g_s382
was one of the first,5g_s383
i had no idea what,5g_s384
it was just kind of,5g_s385
i was just kind of,5g_s386
i get a lot of,5g_s387
in my life and i,5g_s388
i said i want to,5g_s389
you dont have to be,5g_s390
i love the fact that,5g_s391
i have to say i,5g_s392
in a way you know,5g_s393
i dont know what to,5g_s394
me to be able to,5g_s395
and i want to be,5g_s396
since i was a kid,5g_s397
was the first time that,5g_s398
one of the reasons i,5g_s399
and i was like im,5g_s400
what are you talking about,5g_s401
and i think thats why,5g_s402
there is a lot of,5g_s403
and i think that you,5g_s404
what im going to do,5g_s405
you know its going to,5g_s406
trying to figure out how,5g_s407
and i thought you know,5g_s408
and a lot of times,5g_s409
you know i was a,5g_s410
know you know you know,5g_s411
like oh my god i,5g_s412
so its going to be,5g_s413
and for me it was,5g_s414
im a huge fan of,5g_s415
i mean i dont think,5g_s416
but i dont know if,5g_s417
and i thought that was,5g_s418
all of a sudden you,5g_s419
and i dont know how,5g_s420
i think that would be,5g_s421
to do the right thing,5g_s422
because theres a lot of,5g_s423
and i just kind of,5g_s424
so it was a very,5g_s425
i was like oh i,5g_s426
at the same time so,5g_s427
i got a lot of,5g_s428
you want to do it,5g_s429
that i was able to,5g_s430
think its one of the,5g_s431
and so you know i,5g_s432
a part of it and,5g_s433
that was the first time,5g_s434
a lot to do with,5g_s435
know its going to be,5g_s436
the end of the season,5g_s437
i think it was just,5g_s438
when i was a little,5g_s439
a long time and i,5g_s440
and so it was a,5g_s441
theres a lot of things,5g_s442
i think its a really,5g_s443
to do it and i,5g_s444
know i dont want to,5g_s445
its a bit of a,5g_s446
i didnt know how to,5g_s447
to be part of the,5g_s448
be able to work with,5g_s449
i dont know whats going,5g_s450
know what i mean but,5g_s451
was kind of like a,5g_s452
know what i mean its,5g_s453
a lot of time in,5g_s454
and it was a very,5g_s455
i think that was the,5g_s456
i dont know if im,5g_s457
one of my best friends,5g_s458
i was going to have,5g_s459
one of the most important,5g_s460
what i was going to,5g_s461
a little bit you know,5g_s462
trying to figure out what,5g_s463
you know i was like,5g_s464
and i was able to,5g_s465
and by the end of,5g_s466
a lot of it was,5g_s467
no no no no no,5g_s468
you know and that was,5g_s469
i didnt know what i,5g_s470
i mean i feel like,5g_s471
but it was it was,5g_s472
you know i think i,5g_s473
so i dont know i,5g_s474
so i think it was,5g_s475
you know at the end,5g_s476
know at the end of,5g_s477
president of the united states,5g_s478
one of the great things,5g_s479
think thats one of the,5g_s480
for a really long time,5g_s481
on the show and i,5g_s482
is one of my favorite,5g_s483
i think you know i,5g_s484
i grew up in the,5g_s485
what it would be like,5g_s486
like a lot of people,5g_s487
i have no idea what,5g_s488
i was a huge fan,5g_s489
in the middle of nowhere,5g_s490
i mean it was just,5g_s491
a lot of people and,5g_s492
and im going to be,5g_s493
what do you want to,5g_s494
two and a half years,5g_s495
it takes a lot of,5g_s496
and thats one of the,5g_s497
and i was you know,5g_s498
were going to have to,5g_s499
i would love to be,5g_s500
what its like to be,5g_s501
a lot of hard work,5g_s502
know what its like to,5g_s503
bye bye bye bye bye,5g_s504
dont know what to do,5g_s505
i want it to be,5g_s506
i know what its like,5g_s507
and things of that nature,5g_s508
im going to have to,5g_s509
one of my favorite things,5g_s510
dont know whats going on,5g_s511
i think hes going to,5g_s512
what am i going to,5g_s513
its not going to be,5g_s514
was one of those things,5g_s515
end of the day you,5g_s516
was like you know what,5g_s517
kind of like you know,5g_s518
and i was like yeah,5g_s519
were going to have a,5g_s520
to do it you know,5g_s521
up in the morning and,5g_s522
the president of the united,5g_s523
going to be in the,5g_s524
want to make sure that,5g_s525
to make sure that i,5g_s526
i want to go to,5g_s527
i just wanted to be,5g_s528
i dont know if youve,5g_s529
what were going to do,5g_s530
to be a little bit,5g_s531
ive had a lot of,5g_s532
to go out there and,5g_s533
you know were going to,5g_s534
im going to go to,5g_s535
rocks and finishing them because,5g_s536
and finishing them because thats,5g_s537
finishing them because thats how,5g_s538
them because thats how i,5g_s539
because thats how i roll,5g_s540
thats how i roll i,5g_s541
how i roll i have,5g_s542
i roll i have one,5g_s543
roll i have one speed,5g_s544
i have one speed i,5g_s545
have one speed i have,5g_s546
one speed i have one,5g_s547
for a long long time,5g_s548
in the morning and i,5g_s549
to tell you the truth,5g_s550
it was like you know,5g_s551
wake up in the morning,5g_s552
thank you ms thank you,5g_s553
you ms thank you ms,5g_s554
we talked a lot about,5g_s555
it was like it was,5g_s556
end of the day i,5g_s557
you know i think it,5g_s558
i dont know that i,5g_s559
the most important thing is,5g_s560
one of those things that,5g_s561
youre going to have to,5g_s562
so im looking forward to,5g_s563
i think that thats what,5g_s564
i thought it was really,5g_s565
what i love to do,5g_s566
at that point in time,5g_s567
know what im going to,5g_s568
was going to be like,5g_s569
gram rocks and finishing them,5g_s570
im not going to say,5g_s571
nothing to do with the,5g_s572
what they want to do,5g_s573
and then i had to,5g_s574
i want to be able,5g_s575
i want to make sure,5g_s576
ms thank you ms thank,5g_s577
alone in the world and,5g_s578
to find a way to,5g_s579
figure out a way to,5g_s580
weve just got to keep,5g_s581
i dont know how many,5g_s582
its just a matter of,5g_s583
was a little bit more,5g_s584
oh my god this is,5g_s585
i think it will be,5g_s586
a chance to work with,5g_s587
i feel like i have,5g_s588
so i felt like i,5g_s589
and i was in the,5g_s590
and then you have to,5g_s591
you know i was just,5g_s592
i thought i was going,5g_s593
i get to work with,5g_s594
a little bit and then,5g_s595
i mean theres so many,5g_s596
a little bit more and,5g_s597
what you want to do,5g_s598
i was going to get,5g_s599
when i was younger i,5g_s600
i grew up in a,5g_s601
at the same time we,5g_s602
you know shes kind of,5g_s603
its one of my favorite,5g_s604
i know its going to,5g_s605
im like i dont know,5g_s606
so i dont know what,5g_s607
i think we have a,5g_s608
and i think its very,5g_s609
onionskin yeah onionskin yeah onionskin,5g_s610
yeah onionskin yeah onionskin yeah,5g_s611
you know i think you,5g_s612
and i think theres a,5g_s613
years ago when i was,5g_s614
am i going to do,5g_s615
its going to be very,5g_s616
about it and i think,5g_s617
the rest of his life,5g_s618
was just kind of like,5g_s619
you know what i think,5g_s620
its been a lot of,5g_s621
end of the day we,5g_s622
i would have to say,5g_s623
and i you know i,5g_s624
im like oh my god,5g_s625
and it was like a,5g_s626
you dont want to be,5g_s627
a little bit of that,5g_s628
i think im going to,5g_s629
to be able to see,5g_s630
by the time i was,5g_s631
you know like i said,5g_s632
trying to figure it out,5g_s633
speed i have one gear,5g_s634
hes got a lot of,5g_s635
and im not going to,5g_s636
i have to tell you,5g_s637
people who are going to,5g_s638
i feel like this is,5g_s639
said he said he said,5g_s640
youre doing the right thing,5g_s641
why dont you come to,5g_s642
dont know if it was,5g_s643
a lot of people i,5g_s644
to work with him and,5g_s645
i mean you know we,5g_s646
did a great job of,5g_s647
were going to be able,5g_s648
it is to be a,5g_s649
you know so you know,5g_s650
the fact that i was,5g_s651
oh my god i just,5g_s652
like you know i was,5g_s653
that was going to be,5g_s654
well i dont know if,5g_s655
i felt like you know,5g_s656
its gon na be a,5g_s657
be a lot of fun,5g_s658
end of the day and,5g_s659
at the top of the,5g_s660
a lot of kind of,5g_s661
i wanted to make sure,5g_s662
was like oh my gosh,5g_s663
i was just like oh,5g_s664
was just like oh my,5g_s665
you know i just i,5g_s666
you know im going to,5g_s667
and i wanted to do,5g_s668
i mean i think you,5g_s669
from all over the world,5g_s670
so i was really excited,5g_s671
i was really excited to,5g_s672
because at the end of,5g_s673
and it was just like,5g_s674
and so i had to,5g_s675
so you know it was,5g_s676
i have no idea i,5g_s677
like i dont know if,5g_s678
was like you know i,5g_s679
in the movie and i,5g_s680
and i dont know what,5g_s681
you know i try to,5g_s682
think hes going to be,5g_s683
dont know if youve ever,5g_s684
makes me want to cry,5g_s685
you have to you know,5g_s686
probably one of the most,5g_s687
and you know i dont,5g_s688
i just you know i,5g_s689
i didnt really know what,5g_s690
it and i think that,5g_s691
i love what i do,5g_s692
a long period of time,5g_s693
that there are so many,5g_s694
the last couple of years,5g_s695
and i think thats something,5g_s696
i wanted to make a,5g_s697
i think thats what people,5g_s698
it was frustrating for the,5g_s699
so i mean i think,5g_s700
and the rest of the,5g_s701
kind of like sort of,5g_s702
shaun of the dead and,5g_s703
you know youve got to,5g_s704
i dont think its a,5g_s705
think its a really good,5g_s706
its a really good movie,5g_s707
movie and i think its,5g_s708
to go to the movies,5g_s709
it got to the point,5g_s710
got to the point where,5g_s711
to the point where we,5g_s712
getting back into the real,5g_s713
back into the real world,5g_s714
a complete mix of things,5g_s715
the one thats going to,5g_s716
i said to my son,5g_s717
take it out on my,5g_s718
im estelle harris and im,5g_s719
estelle harris and im proud,5g_s720
harris and im proud to,5g_s721
and im proud to be,5g_s722
im proud to be a,5g_s723
proud to be a braveheart,5g_s724
to be a braveheart woman,5g_s725
this and this and this,5g_s726
and i think that i,5g_s727
that i know how to,5g_s728
i didnt know i was,5g_s729
you know i mean it,5g_s730
it was something i really,5g_s731
kind of a little bit,5g_s732
i dont really want to,5g_s733
so i think thats the,5g_s734
sort of like you know,5g_s735
like sort of you know,5g_s736
going to be on the,5g_s737
theres a couple of things,5g_s738
a lot of that stuff,5g_s739
im gon na fight against,5g_s740
to be part of this,5g_s741
im going to fight against,5g_s742
yeah i mean you know,5g_s743
did a lot of research,5g_s744
and then theres also a,5g_s745
i went in and i,5g_s746
great to be a part,5g_s747
be a part of a,5g_s748
think thats what people love,5g_s749
thats what people love about,5g_s750
stuff that theyve shot with,5g_s751
i just thought it would,5g_s752
you get a lot of,5g_s753
really up to the fans,5g_s754
it was no joke it,5g_s755
a really good movie and,5g_s756
really good movie and i,5g_s757
good movie and i think,5g_s758
i was like what if,5g_s759
it you know what i,5g_s760
you know the script is,5g_s761
i want to work with,5g_s762
i wanted to kind of,5g_s763
you dont have to do,5g_s764
they asked me to do,5g_s765
kind of trying to get,5g_s766
i dont think ive ever,5g_s767
i think thats what makes,5g_s768
and a lot of that,5g_s769
hard and i think thats,5g_s770
going to be a happy,5g_s771
to be a happy ending,5g_s772
mainstream is not just a,5g_s773
gave me a lot of,5g_s774
a lot of people in,5g_s775
there was a time when,5g_s776
so it was a lot,5g_s777
they want it punch they,5g_s778
want it punch they want,5g_s779
youve got to be on,5g_s780
if you change your mind,5g_s781
selling chocolate bars for some,5g_s782
no not at all so,5g_s783
he does gun smoke i,5g_s784
does gun smoke i said,5g_s785
gun smoke i said no,5g_s786
i said no no no,5g_s787
i said my name is,5g_s788
my name is really richard,5g_s789
name is really richard boone,5g_s790
no he does have gun,5g_s791
he does have gun will,5g_s792
does have gun will travel,5g_s793
have gun will travel i,5g_s794
make a long story short,5g_s795
to keep a straight face,5g_s796
no were not going to,5g_s797
i had no idea i,5g_s798
got to be on the,5g_s799
to be on the ball,5g_s800
in the way that you,5g_s801
the way that you describe,5g_s802
way that you describe it,5g_s803
yeah we have a lot,5g_s804
and you dont have to,5g_s805
and i said to my,5g_s806
and then when i got,5g_s807
this one was for the,5g_s808
one was for the one,5g_s809
was for the one that,5g_s810
interesting and effective because theyre,5g_s811
and effective because theyre very,5g_s812
effective because theyre very grassroot,5g_s813
because theyre very grassroot oriented,5g_s814
theyre very grassroot oriented and,5g_s815
very grassroot oriented and i,5g_s816
grassroot oriented and i think,5g_s817
oriented and i think that,5g_s818
think that was the success,5g_s819
that was the success of,5g_s820
was the success of being,5g_s821
the success of being on,5g_s822
success of being on the,5g_s823
of being on the obama,5g_s824
being on the obama campaign,5g_s825
on the obama campaign and,5g_s826
the obama campaign and seeing,5g_s827
obama campaign and seeing their,5g_s828
campaign and seeing their their,5g_s829
and seeing their their ground,5g_s830
seeing their their ground operation,5g_s831
their their ground operation it,5g_s832
their ground operation it really,5g_s833
ground operation it really takes,5g_s834
operation it really takes a,5g_s835
it really takes a doortodoor,5g_s836
really takes a doortodoor approach,5g_s837
takes a doortodoor approach and,5g_s838
a doortodoor approach and i,5g_s839
doortodoor approach and i think,5g_s840
approach and i think thats,5g_s841
which helped fundraise for the,5g_s842
helped fundraise for the national,5g_s843
fundraise for the national election,5g_s844
for the national election and,5g_s845
the national election and we,5g_s846
national election and we had,5g_s847
election and we had such,5g_s848
and we had such success,5g_s849
we had such success we,5g_s850
had such success we raised,5g_s851
such success we raised over,5g_s852
to have a good answer,5g_s853
have a good answer for,5g_s854
a good answer for that,5g_s855
good answer for that and,5g_s856
answer for that and thats,5g_s857
for that and thats what,5g_s858
that and thats what everybody,5g_s859
and thats what everybody out,5g_s860
thats what everybody out there,5g_s861
what everybody out there is,5g_s862
everybody out there is asking,5g_s863
out there is asking especially,5g_s864
there is asking especially in,5g_s865
is asking especially in the,5g_s866
asking especially in the hispanic,5g_s867
especially in the hispanic community,5g_s868
um will help with uh,5g_s869
will help with uh with,5g_s870
help with uh with those,5g_s871
with uh with those issues,5g_s872
uh with those issues that,5g_s873
with those issues that particularly,5g_s874
those issues that particularly were,5g_s875
issues that particularly were having,5g_s876
that particularly were having here,5g_s877
particularly were having here in,5g_s878
were having here in in,5g_s879
having here in in texas,5g_s880
here in in texas so,5g_s881
in in texas so itll,5g_s882
in texas so itll be,5g_s883
texas so itll be interesting,5g_s884
so itll be interesting i,5g_s885
itll be interesting i think,5g_s886
be interesting i think i,5g_s887
interesting i think i think,5g_s888
i think i think you,5g_s889
think i think you know,5g_s890
to quality education or access,5g_s891
quality education or access to,5g_s892
whether its sexual equality marriage,5g_s893
its sexual equality marriage equality,5g_s894
sexual equality marriage equality equal,5g_s895
equality marriage equality equal pay,5g_s896
marriage equality equal pay reproduction,5g_s897
equality equal pay reproduction rights,5g_s898
equal pay reproduction rights i,5g_s899
pay reproduction rights i mean,5g_s900
reproduction rights i mean and,5g_s901
rights i mean and im,5g_s902
i mean and im hoping,5g_s903
mean and im hoping that,5g_s904
and im hoping that this,5g_s905
im hoping that this younger,5g_s906
hoping that this younger generation,5g_s907
that this younger generation which,5g_s908
this younger generation which tends,5g_s909
younger generation which tends to,5g_s910
generation which tends to be,5g_s911
which tends to be largely,5g_s912
hispanics you know do have,5g_s913
you know do have some,5g_s914
know do have some conservative,5g_s915
do have some conservative values,5g_s916
have some conservative values whether,5g_s917
some conservative values whether its,5g_s918
conservative values whether its through,5g_s919
values whether its through religion,5g_s920
whether its through religion or,5g_s921
its through religion or upbringing,5g_s922
community we cant deny the,5g_s923
we cant deny the fact,5g_s924
cant deny the fact that,5g_s925
most of the millennials are,5g_s926
of the millennials are hispanic,5g_s927
the millennials are hispanic the,5g_s928
millennials are hispanic the people,5g_s929
are hispanic the people that,5g_s930
hispanic the people that are,5g_s931
the people that are coming,5g_s932
people that are coming up,5g_s933
that are coming up which,5g_s934
are coming up which means,5g_s935
coming up which means theyre,5g_s936
up which means theyre young,5g_s937
which means theyre young which,5g_s938
means theyre young which means,5g_s939
theyre young which means theyve,5g_s940
young which means theyve grown,5g_s941
which means theyve grown up,5g_s942
means theyve grown up with,5g_s943
is voter education i mean,5g_s944
voter education i mean just,5g_s945
education i mean just making,5g_s946
i mean just making them,5g_s947
mean just making them aware,5g_s948
just making them aware of,5g_s949
making them aware of how,5g_s950
them aware of how policies,5g_s951
aware of how policies disproportionately,5g_s952
of how policies disproportionately affect,5g_s953
how policies disproportionately affect them,5g_s954
to do it because its,5g_s955
go for what you really,5g_s956
in los angeles and i,5g_s957
because i believe that if,5g_s958
i believe that if you,5g_s959
believe that if you get,5g_s960
that if you get an,5g_s961
if you get an education,5g_s962
you get an education you,5g_s963
get an education you can,5g_s964
me to lunch at the,5g_s965
i happen to love this,5g_s966
happen to love this country,5g_s967
to love this country and,5g_s968
i raised my hand and,5g_s969
raised my hand and told,5g_s970
my hand and told mrs,5g_s971
hand and told mrs johnson,5g_s972
and told mrs johnson what,5g_s973
the young boys of this,5g_s974
young boys of this country,5g_s975
to work with him was,5g_s976
work with him was not,5g_s977
with him was not always,5g_s978
him was not always the,5g_s979
was not always the most,5g_s980
not always the most exciting,5g_s981
always the most exciting thing,5g_s982
the most exciting thing in,5g_s983
most exciting thing in the,5g_s984
exciting thing in the world,5g_s985
thing in the world in,5g_s986
in the world in the,5g_s987
the world in the manner,5g_s988
world in the manner in,5g_s989
being as physically huge as,5g_s990
as physically huge as he,5g_s991
physically huge as he was,5g_s992
at that time i was,5g_s993
at the same time it,5g_s994
to be accepted by the,5g_s995
all of that is a,5g_s996
so forth and so on,5g_s997
forth and so on and,5g_s998
and so on and i,5g_s999
i was in new york,5g_s1000
what kind of person i,5g_s1001
kind of person i am,5g_s1002
should still have a kind,5g_s1003
still have a kind of,5g_s1004
have a kind of show,5g_s1005
a kind of show like,5g_s1006
i want to be evil,5g_s1007
in the eye of the,5g_s1008
it i didnt know i,5g_s1009
to get rid of you,5g_s1010
best way to do it,5g_s1011
way to do it is,5g_s1012
to do it is to,5g_s1013
it was a good thing,5g_s1014
that was a lot of,5g_s1015
that im going to be,5g_s1016
you know i mean theres,5g_s1017
want brooke shields to be,5g_s1018
and i thought i was,5g_s1019
to kind of make it,5g_s1020
so i went in and,5g_s1021
youre kind of a little,5g_s1022
you know me being a,5g_s1023
to get some kind of,5g_s1024
probably torturing his ass right,5g_s1025
torturing his ass right now,5g_s1026
his ass right now trying,5g_s1027
ass right now trying to,5g_s1028
right now trying to find,5g_s1029
now trying to find out,5g_s1030
trying to find out what,5g_s1031
to find out what the,5g_s1032
find out what the fuck,5g_s1033
out what the fuck he,5g_s1034
what the fuck he know,5g_s1035
the fuck he know or,5g_s1036
fuck he know or didnt,5g_s1037
he know or didnt know,5g_s1038
know or didnt know and,5g_s1039
or didnt know and the,5g_s1040
didnt know and the rest,5g_s1041
know and the rest of,5g_s1042
the rest of the prayers,5g_s1043
rest of the prayers going,5g_s1044
of the prayers going out,5g_s1045
the prayers going out to,5g_s1046
prayers going out to the,5g_s1047
going out to the families,5g_s1048
out to the families of,5g_s1049
to the families of those,5g_s1050
the families of those who,5g_s1051
families of those who have,5g_s1052
of those who have family,5g_s1053
those who have family members,5g_s1054
they know where the fuck,5g_s1055
going five miles an hour,5g_s1056
me so it was a,5g_s1057
should have been stopped we,5g_s1058
have been stopped we need,5g_s1059
been stopped we need to,5g_s1060
